order_id,customer_id,order_datetime,channel,currency,current_status,is_active,deleted_at,order_total
85,17267,2024-08-02T13:25:21,mobile,USD,paid,1,,1292.83
86,13298,2024-01-07T08:11:23,store,PYG,packed,1,,1001.72
87,7359,2024-07-27T15:44:20,web,PYG,shipped,1,,2018.64
88,3062,2024-04-04T08:55:10,web,PYG,delivered,1,,1489.14
89,15905,2026-01-09T14:25:46,web,PYG,paid,1,,0.0
90,24116,2024-05-13T07:25:19,web,PYG,paid,1,,678.08
91,3332,2025-08-23T15:03:12,web,PYG,paid,1,,1596.38
92,11525,2024-05-09T19:54:35,web,PYG,shipped,1,,1277.73
93,2549,2024-04-19T21:46:02,store,USD,paid,1,,5419.5
94,17936,2024-05-12T04:07:59,store,PYG,shipped,1,,1592.52
95,392,2025-04-20T07:02:52,store,PYG,paid,1,,1998.73
96,15186,2024-02-14T16:49:00,mobile,PYG,delivered,1,,639.7
97,4481,2025-04-22T02:44:20,web,PYG,delivered,1,,2205.07
98,13792,2024-07-12T11:47:17,store,PYG,shipped,1,,2436.01
99,13517,2025-08-05T07:47:40,web,PYG,delivered,1,,1013.14
100,27001,2024-01-24T16:10:29,store,PYG,delivered,1,,957.65
101,17384,2025-03-24T19:44:31,web,PYG,packed,1,,859.08
102,9636,2025-05-05T05:05:42,web,PYG,paid,1,,694.51
103,7245,2025-01-28T21:32:13,mobile,PYG,packed,1,,906.28
104,9384,2024-07-23T04:26:06,mobile,PYG,delivered,1,,2024.35
105,7142,2024-07-27T14:58:43,web,PYG,paid,1,,2076.97
106,29276,2025-03-14T08:47:03,web,USD,delivered,1,,4193.57
107,23909,2024-07-05T16:16:40,store,PYG,delivered,1,,3961.58
108,5144,2024-12-31T09:49:24,web,PYG,delivered,1,,1657.87
109,29215,2024-12-15T10:27:06,web,PYG,delivered,1,,3715.23
110,9232,2024-02-09T11:46:52,web,PYG,paid,1,,165.64
111,14709,2025-04-24T08:27:35,web,PYG,paid,1,,2789.58
112,25301,2025-03-20T23:50:35,mobile,PYG,packed,1,,1544.98
113,8040,2024-02-17T23:41:31,mobile,USD,delivered,1,,1201.6
114,29704,2024-11-15T07:59:44,mobile,PYG,created,1,,337.41
115,23213,2024-09-16T23:27:06,mobile,PYG,paid,1,,4146.76
116,5863,2024-09-18T16:14:04,store,PYG,paid,1,,3927.84
117,7140,2024-10-31T06:21:50,store,PYG,paid,1,,3518.72
118,2044,2025-10-19T16:38:47,web,PYG,paid,1,,2178.18
119,19889,2025-08-15T23:50:01,web,PYG,packed,1,,1053.03
120,28046,2025-10-12T11:18:54,mobile,PYG,packed,1,,2228.53
121,24840,2024-08-07T06:25:01,mobile,PYG,shipped,1,,4263.59
122,24944,2025-11-19T16:00:01,web,USD,packed,1,,5549.13
123,19792,2024-12-05T01:50:03,web,PYG,cancelled,1,,1518.02
124,22531,2025-08-16T06:59:30,web,PYG,delivered,1,,701.85
125,7616,2025-01-28T19:07:35,mobile,PYG,created,1,,2700.91
126,24111,2025-03-18T13:00:09,store,PYG,delivered,1,,0.0
127,22169,2024-10-06T10:02:25,web,PYG,delivered,1,,446.03
128,13817,2024-02-27T23:09:14,web,PYG,delivered,1,,89.21
129,24027,2025-10-26T05:19:23,web,PYG,shipped,1,,303.77
130,20210,2025-11-21T15:07:34,web,PYG,shipped,1,,182.46
131,8289,2026-01-09T00:53:51,mobile,PYG,paid,1,,911.98
132,6706,2024-05-24T12:33:59,mobile,USD,delivered,1,,3604.41
133,15530,2024-12-28T08:51:17,store,PYG,packed,1,,1400.5
134,22780,2025-09-15T19:21:06,mobile,PYG,shipped,1,,1618.6
135,16635,2024-11-11T23:14:09,web,PYG,packed,1,,4745.7
136,12131,2024-09-24T22:57:15,web,PYG,paid,1,,1239.74
137,16719,2025-11-04T23:25:46,web,PYG,cancelled,1,,2444.35
138,19834,2025-01-10T03:35:45,phone,PYG,paid,1,,1334.65
139,21806,2025-10-20T12:59:46,web,USD,packed,1,,3141.13
140,6563,2024-11-07T00:00:41,web,PYG,paid,1,,2257.42
141,18036,2024-01-20T22:31:59,store,PYG,delivered,1,,3378.89
142,18400,2024-08-05T10:38:52,mobile,PYG,created,1,,1250.31
143,3328,2024-08-27T19:45:34,mobile,USD,paid,1,,462.08
144,29863,2024-07-04T19:34:28,web,PYG,shipped,1,,4823.37
145,24712,2026-01-10T00:54:12,web,PYG,packed,1,,3288.13
146,5790,2026-01-27T17:44:56,web,PYG,packed,1,,594.12
147,13060,2025-07-09T12:58:35,store,PYG,delivered,1,,470.08
148,29595,2026-01-26T02:14:22,web,PYG,paid,1,,1237.3
149,18893,2024-06-01T16:50:21,web,PYG,paid,1,,2264.45
150,21729,2024-06-22T22:54:30,web,PYG,delivered,1,,0.0
151,19220,2024-10-30T11:26:58,web,PYG,cancelled,1,,0.0
152,4031,2024-10-05T16:49:10,mobile,USD,delivered,1,,4487.78
153,17233,2024-10-01T21:33:48,mobile,PYG,shipped,1,,0.0
154,15681,2025-08-20T07:48:39,store,PYG,shipped,1,,2081.75
155,23719,2024-07-24T11:38:50,web,PYG,delivered,1,,2105.7
156,11667,2024-05-04T09:38:36,mobile,PYG,paid,1,,2220.13
157,24398,2025-10-21T23:17:23,web,PYG,paid,1,,833.64
158,6476,2025-02-27T23:51:27,store,PYG,delivered,1,,1837.9
159,28139,2026-01-18T05:31:36,store,PYG,shipped,1,,2539.43
160,9597,2025-05-09T09:19:28,web,PYG,delivered,1,,2447.48
161,23593,2024-06-05T13:42:02,store,PYG,delivered,1,,702.84
162,20438,2025-11-20T00:22:44,mobile,PYG,created,1,,3058.33
163,17538,2024-04-15T18:56:35,mobile,PYG,created,1,,2450.33
164,14464,2024-04-05T15:34:36,mobile,PYG,created,1,,0.0
165,4805,2024-06-30T20:24:55,mobile,PYG,delivered,1,,3111.36
166,28561,2025-06-14T07:23:23,mobile,PYG,refunded,1,,1379.76
167,7025,2025-08-02T21:43:49,web,PYG,packed,1,,1598.16
168,14771,2024-07-15T10:02:28,mobile,PYG,paid,1,,329.11
169,19577,2024-08-25T01:38:02,store,USD,paid,1,,4033.72
170,606,2024-07-01T10:37:36,web,USD,packed,1,,2637.35
171,23292,2025-10-23T04:50:10,store,PYG,packed,1,,0.0
172,21577,2024-05-28T13:54:30,web,PYG,packed,1,,2645.6
173,18277,2024-05-03T11:53:45,web,PYG,created,1,,354.42
174,9949,2024-05-18T04:36:25,mobile,PYG,packed,1,,3659.52
175,29948,2025-05-07T09:45:00,web,USD,delivered,1,,2474.88
176,13485,2025-04-02T18:57:09,store,PYG,delivered,1,,774.58
177,3868,2025-11-14T00:28:35,web,PYG,paid,1,,7706.3
178,11251,2025-08-11T06:35:03,web,PYG,shipped,0,2025-10-23T06:35:03,3694.56
179,11025,2025-02-13T07:58:17,web,PYG,created,1,,5450.42
180,28482,2024-09-10T12:35:37,store,PYG,packed,1,,176.13
181,15749,2024-04-11T14:21:45,mobile,PYG,paid,1,,2172.74
182,13727,2024-12-09T03:39:11,web,PYG,delivered,1,,934.62
183,11181,2024-06-23T09:36:39,web,PYG,delivered,1,,1816.4
184,1349,2024-07-06T07:28:41,web,PYG,shipped,1,,0.0
185,24041,2024-09-08T23:16:18,mobile,PYG,packed,1,,258.32
186,12066,2025-01-07T12:38:35,mobile,USD,paid,1,,1769.69
187,3814,2024-08-04T11:47:21,web,PYG,packed,1,,429.62
188,1436,2025-09-09T17:02:07,store,PYG,paid,1,,407.2
189,24394,2024-02-21T14:49:42,mobile,PYG,delivered,1,,3284.4
190,24278,2024-08-07T08:04:13,mobile,PYG,shipped,1,,2718.16
191,6109,2025-09-13T06:57:00,store,PYG,packed,1,,940.53
192,14417,2024-02-22T20:57:54,mobile,PYG,created,1,,689.99
193,2811,2024-05-15T05:29:55,web,PYG,delivered,1,,3032.5
194,19221,2024-10-31T04:09:01,store,PYG,delivered,1,,3484.15
195,12786,2025-06-27T07:32:34,store,PYG,paid,1,,805.24
196,22251,2024-11-04T11:46:10,web,PYG,delivered,1,,4397.72
197,2195,2025-10-14T04:32:46,store,USD,cancelled,1,,3364.24
198,14717,2024-06-16T10:04:15,mobile,PYG,refunded,1,,2545.2
199,22740,2024-01-18T13:30:47,store,PYG,paid,1,,1306.6
200,2789,2024-01-16T11:35:05,web,PYG,paid,1,,0.0
201,12437,2024-05-15T09:20:22,store,PYG,shipped,1,,1182.85
202,12175,2024-03-30T22:42:58,web,PYG,delivered,1,,1816.32
203,1391,2024-12-29T16:03:53,web,PYG,packed,1,,1815.29
204,26896,2024-04-06T06:51:11,store,PYG,paid,1,,2587.81
205,15925,2025-06-20T14:08:31,store,PYG,shipped,1,,4076.33
206,1548,2025-03-17T15:22:46,web,PYG,delivered,1,,5203.09
207,19508,2024-02-27T15:51:04,store,PYG,cancelled,1,,1393.34
208,22957,2024-10-15T13:52:22,mobile,PYG,paid,0,2024-11-17T13:52:22,3975.88
209,21115,2025-01-02T06:33:16,web,PYG,packed,1,,3212.57
210,23036,2025-05-26T14:59:50,mobile,PYG,shipped,1,,4044.9
211,3415,2025-11-16T05:03:50,web,PYG,paid,1,,33.98
212,1902,2025-09-09T21:45:19,mobile,PYG,shipped,1,,588.56
213,3019,2025-02-01T04:57:03,mobile,PYG,shipped,1,,4008.16
214,18332,2025-02-08T10:59:17,store,USD,shipped,1,,0.0
215,20955,2024-06-01T23:14:04,store,PYG,cancelled,1,,3631.7
216,6161,2026-01-15T07:31:00,store,USD,shipped,1,,7192.06
217,6720,2024-04-07T23:10:41,web,PYG,packed,1,,1947.95
218,3629,2025-02-09T09:19:21,web,PYG,delivered,1,,4513.22
219,23446,2024-10-03T17:10:10,store,PYG,delivered,1,,3610.47
220,469,2025-09-16T05:00:31,store,PYG,packed,1,,900.81
221,11618,2025-04-22T11:16:04,web,PYG,paid,1,,333.08
222,27741,2025-07-30T07:58:27,web,PYG,paid,1,,2236.79
223,13076,2024-05-04T00:24:58,mobile,PYG,paid,1,,300.48
224,17778,2024-09-20T13:15:56,store,PYG,created,1,,2127.46
225,28600,2024-04-03T15:45:04,web,PYG,delivered,1,,2775.19
226,9663,2025-05-21T20:55:19,store,PYG,paid,1,,685.32
227,11774,2026-01-28T08:31:36,web,PYG,paid,1,,1376.89
228,13174,2025-05-12T16:47:40,mobile,PYG,paid,1,,1970.61
229,8187,2025-07-15T09:28:13,mobile,PYG,shipped,1,,1559.4
230,23708,2025-02-14T22:43:44,store,PYG,packed,1,,4780.09
231,1137,2024-05-21T12:46:58,web,USD,packed,1,,1814.28
232,25572,2024-11-27T09:13:02,web,PYG,delivered,1,,0.0
233,17033,2024-05-30T22:02:23,web,PYG,packed,1,,2106.22
234,694,2025-10-19T23:01:59,mobile,PYG,packed,1,,2965.35
235,2755,2024-07-24T04:08:27,mobile,PYG,created,1,,2228.45
236,4453,2024-03-16T02:54:52,web,PYG,delivered,1,,1149.05
237,23660,2024-04-21T20:14:27,mobile,PYG,refunded,1,,1163.68
238,9965,2024-01-09T21:11:18,store,PYG,packed,1,,2283.77
239,27332,2026-01-15T01:49:58,web,PYG,paid,1,,998.78
240,14859,2024-09-13T22:45:35,web,PYG,paid,1,,2726.61
241,11354,2025-12-29T18:57:23,web,PYG,packed,1,,3023.82
242,18957,2024-10-26T19:46:51,mobile,PYG,paid,1,,2767.09
243,2058,2024-10-18T08:24:09,phone,PYG,delivered,1,,1534.1
244,2195,2025-06-26T16:39:26,web,PYG,created,1,,4687.49
245,2286,2025-04-07T20:37:23,web,PYG,packed,1,,3479.5
246,11870,2025-07-22T22:50:14,mobile,PYG,packed,1,,1310.5
247,17860,2025-06-10T14:00:47,store,USD,paid,1,,4541.87
248,12872,2025-10-25T12:33:39,mobile,PYG,packed,1,,533.68
249,17727,2024-09-28T08:40:31,phone,PYG,packed,1,,143.87
250,11465,2024-02-23T09:15:48,mobile,USD,shipped,1,,2288.92
251,19697,2025-11-04T03:05:00,store,PYG,packed,1,,3806.68
252,11029,2025-02-24T08:58:43,mobile,PYG,cancelled,1,,2113.42
253,29437,2025-10-11T10:50:22,store,USD,delivered,1,,1535.31
254,3795,2024-07-05T18:20:49,web,PYG,packed,1,,2429.2
255,18299,2024-07-15T13:03:12,store,PYG,packed,1,,2737.34
256,6378,2024-03-21T08:11:30,store,PYG,delivered,1,,2363.12
257,21210,2025-05-13T21:32:30,store,PYG,delivered,1,,4409.63
258,18587,2024-10-08T04:55:49,mobile,PYG,created,1,,77.88
259,10883,2025-06-16T00:40:27,mobile,USD,delivered,1,,3475.0
260,20448,2025-05-18T08:13:24,web,PYG,delivered,1,,1379.42
261,23883,2025-09-23T18:13:46,phone,PYG,shipped,1,,477.95
262,17546,2024-11-06T21:30:54,web,PYG,paid,1,,1561.45
263,724,2024-06-15T20:35:01,mobile,PYG,delivered,1,,2292.64
264,19304,2024-03-29T12:04:21,web,PYG,paid,1,,838.04
265,16550,2024-06-14T15:53:50,store,USD,paid,1,,0.0
266,26206,2025-05-31T04:52:12,web,PYG,shipped,1,,1668.96
267,20541,2024-05-13T21:17:59,store,PYG,paid,1,,906.75
268,7148,2025-10-31T01:11:39,phone,PYG,refunded,1,,2768.01
269,22281,2025-04-18T02:57:29,web,PYG,delivered,1,,2611.12
270,1589,2024-11-16T20:23:52,web,PYG,delivered,1,,2647.24
271,8344,2025-04-15T00:15:02,store,PYG,packed,1,,1584.05
272,12470,2024-05-17T12:08:01,store,PYG,created,1,,5234.34
273,23789,2024-12-05T21:01:57,store,PYG,delivered,1,,708.15
274,4368,2024-06-24T02:20:28,web,PYG,packed,1,,5743.87
275,2391,2025-07-14T08:05:49,store,PYG,shipped,1,,0.0
276,7752,2024-09-20T21:50:31,mobile,PYG,shipped,1,,395.51
277,14526,2024-03-31T13:04:43,store,PYG,delivered,1,,3654.66
278,16472,2025-06-04T21:49:03,web,PYG,paid,1,,2414.04
279,25889,2024-09-05T00:47:18,web,PYG,delivered,1,,1590.91
280,8898,2024-07-12T19:51:44,phone,PYG,shipped,1,,5736.24
281,22464,2024-06-09T15:31:44,web,PYG,shipped,1,,2142.35
282,27045,2024-11-01T14:22:01,web,USD,delivered,1,,4227.68
283,24122,2025-09-18T16:02:00,web,PYG,refunded,1,,2325.62
284,6774,2024-02-21T02:50:04,web,PYG,cancelled,1,,1470.78
285,469,2024-08-17T20:58:24,store,PYG,shipped,1,,2026.66
286,6878,2024-01-05T02:03:49,store,PYG,paid,1,,4538.98
287,24811,2024-06-21T00:52:47,mobile,PYG,shipped,1,,0.0
288,6057,2025-08-16T14:15:18,web,PYG,packed,1,,5109.22
289,24084,2025-09-27T17:17:33,web,USD,delivered,1,,4611.88
290,13936,2025-09-11T18:52:49,web,PYG,delivered,1,,1456.24
291,57,2024-11-13T21:52:55,web,PYG,paid,1,,1871.46
292,28755,2025-07-19T02:47:46,mobile,PYG,delivered,1,,1643.36
293,951,2024-11-05T07:58:31,mobile,PYG,delivered,1,,5371.94
294,29311,2024-10-09T23:21:38,web,PYG,paid,1,,764.9
295,23959,2024-01-19T15:58:07,web,PYG,delivered,1,,2530.57
296,6958,2025-12-12T20:11:05,store,PYG,paid,1,,2963.71
297,6419,2024-08-24T09:30:40,web,PYG,shipped,1,,2941.64
298,9971,2025-03-10T06:25:55,mobile,PYG,delivered,1,,5637.04
299,10347,2024-08-05T09:46:13,web,PYG,delivered,1,,2221.22
300,7776,2024-03-23T22:04:53,web,PYG,delivered,1,,3936.76
301,15521,2026-01-11T05:58:30,store,PYG,delivered,1,,1969.32
302,227,2024-03-21T01:18:27,mobile,PYG,paid,1,,1840.08
303,19329,2025-10-04T16:51:37,web,PYG,delivered,1,,2345.42
304,28230,2026-01-27T22:13:18,mobile,PYG,delivered,1,,1342.1
305,3014,2025-12-25T23:57:11,mobile,PYG,packed,1,,1968.39
306,5158,2024-05-20T12:51:36,web,PYG,packed,1,,3261.76
307,21543,2024-09-18T03:14:42,mobile,PYG,paid,1,,1557.46
308,7903,2025-03-09T15:07:11,store,PYG,packed,1,,1378.42
309,16529,2025-04-29T19:29:35,mobile,USD,paid,1,,3555.59
310,14403,2025-02-03T17:34:25,store,PYG,delivered,1,,3600.15
311,28273,2024-07-19T16:39:40,store,PYG,shipped,1,,1269.97
312,29081,2025-11-17T05:25:35,mobile,PYG,delivered,1,,3203.34
313,21128,2024-12-04T14:40:08,store,PYG,delivered,1,,2513.5
314,19814,2024-06-08T09:26:59,mobile,PYG,delivered,1,,471.38
315,29199,2024-11-03T10:50:57,store,PYG,delivered,1,,274.99
316,25280,2025-11-09T08:25:34,web,PYG,delivered,1,,1608.66
317,10075,2024-12-25T00:07:21,phone,PYG,delivered,1,,3028.68
318,19492,2026-02-01T00:23:38,store,PYG,refunded,1,,1179.69
319,17327,2024-09-06T00:28:34,web,PYG,paid,1,,1888.24
320,24276,2024-02-14T06:29:11,store,USD,delivered,1,,1860.38
321,18014,2024-12-23T03:59:33,web,PYG,shipped,1,,1695.43
322,8589,2025-05-28T17:21:21,mobile,PYG,delivered,1,,1028.32
323,24922,2025-02-24T05:40:23,mobile,PYG,packed,1,,4005.36
324,10740,2024-12-20T04:48:28,mobile,PYG,packed,1,,843.46
325,7659,2025-03-29T07:04:41,web,PYG,cancelled,1,,1595.0
326,1563,2024-06-09T00:55:23,mobile,PYG,delivered,1,,4256.75
327,13001,2024-12-15T10:19:53,mobile,PYG,paid,1,,956.88
328,5711,2024-09-27T12:16:41,mobile,PYG,delivered,1,,5306.29
329,28460,2024-10-25T15:18:45,web,PYG,delivered,1,,325.75
330,17122,2024-06-02T18:35:40,store,PYG,delivered,0,2024-06-10T18:35:40,5293.41
331,3164,2025-04-18T19:50:48,web,PYG,delivered,1,,1917.75
332,360,2024-06-08T06:25:06,store,PYG,paid,1,,3914.92
333,262,2024-04-24T21:21:17,store,PYG,packed,1,,881.31
334,845,2024-12-16T13:37:33,web,USD,cancelled,1,,2838.19
335,21326,2024-10-01T16:17:05,web,PYG,paid,1,,403.04
336,8014,2025-09-17T07:25:20,mobile,PYG,paid,1,,1989.96
337,24823,2024-01-10T17:06:57,store,PYG,paid,1,,0.0
338,2343,2025-09-24T02:40:24,web,PYG,created,1,,1139.98
339,18754,2025-01-08T00:11:59,store,PYG,paid,1,,2508.12
340,20500,2024-09-29T00:45:42,store,PYG,paid,1,,1181.49
341,26108,2025-03-19T00:20:27,web,PYG,delivered,1,,757.6
342,26474,2024-02-21T00:29:40,web,PYG,delivered,1,,937.3
343,7448,2024-01-28T06:55:11,mobile,PYG,paid,1,,1266.87
344,4944,2025-09-28T02:54:55,web,PYG,packed,1,,1017.96
345,23105,2024-11-30T04:03:57,web,PYG,packed,1,,1048.67
346,1969,2025-05-29T13:04:32,web,PYG,created,1,,2663.54
347,26004,2025-03-10T11:08:09,store,PYG,delivered,1,,803.05
348,20254,2024-08-15T21:41:33,web,PYG,delivered,1,,3029.32
349,12823,2024-05-02T10:02:11,web,PYG,shipped,1,,4698.25
350,5191,2024-09-06T20:49:03,web,USD,packed,1,,1127.48
351,14500,2025-09-15T07:37:36,mobile,USD,delivered,1,,464.08
352,5286,2024-07-15T14:18:06,store,PYG,shipped,0,2024-08-24T14:18:06,2974.71
353,6041,2025-02-10T23:56:30,web,PYG,shipped,1,,4613.86
354,6083,2024-02-11T11:29:56,web,PYG,paid,1,,75.72
355,19070,2024-04-27T01:07:56,store,PYG,paid,1,,2036.01
356,19848,2024-04-10T08:08:32,store,PYG,shipped,1,,3232.86
357,27118,2024-07-31T23:24:47,web,USD,delivered,0,2024-11-05T23:24:47,2484.31
358,28002,2024-07-04T02:30:08,web,PYG,delivered,1,,2271.66
359,5451,2024-01-10T19:20:16,mobile,PYG,paid,1,,3407.57
360,23456,2025-08-20T10:17:17,web,PYG,shipped,1,,4846.25
361,3690,2024-12-28T17:23:59,web,PYG,shipped,1,,2298.29
362,2454,2025-07-17T17:16:48,web,PYG,cancelled,1,,720.02
363,24857,2024-01-24T23:23:40,web,PYG,packed,1,,2470.84
364,27626,2024-04-27T19:55:32,mobile,PYG,shipped,1,,3432.05
365,5117,2026-01-08T06:31:13,store,PYG,shipped,1,,4305.16
366,6866,2025-04-28T14:53:29,web,PYG,paid,1,,718.43
367,27122,2024-01-23T13:03:39,web,PYG,packed,1,,4421.62
368,29764,2024-12-24T21:29:36,store,PYG,packed,1,,4872.0
369,25965,2024-03-21T09:27:20,phone,PYG,delivered,1,,1648.9
370,1215,2024-07-10T16:22:01,web,PYG,shipped,1,,0.0
371,5528,2025-06-18T22:36:10,mobile,PYG,created,1,,1882.46
372,22844,2025-07-09T02:51:45,web,PYG,delivered,1,,4351.73
373,7679,2024-10-15T12:30:01,store,PYG,created,1,,131.28
374,28918,2024-10-20T07:49:31,mobile,USD,delivered,1,,1518.05
375,6824,2026-01-17T12:55:01,store,USD,delivered,1,,3544.82
376,2033,2025-09-30T18:51:57,phone,PYG,shipped,1,,2996.63
377,4395,2024-12-06T08:21:00,mobile,PYG,delivered,1,,2069.13
378,27195,2024-08-15T16:57:27,web,PYG,delivered,1,,3309.72
379,29159,2025-09-02T13:14:02,mobile,PYG,delivered,1,,403.64
380,16701,2024-03-21T07:10:05,mobile,PYG,packed,1,,865.0
381,10320,2024-12-30T02:16:14,store,PYG,created,1,,968.47
382,25455,2026-01-04T21:37:35,mobile,PYG,cancelled,1,,2738.66
383,24328,2025-09-17T05:21:13,store,PYG,paid,1,,1857.05
384,28171,2025-02-04T15:38:54,mobile,PYG,delivered,1,,427.12
385,145,2025-10-16T00:49:46,mobile,USD,delivered,1,,2703.66
386,463,2024-05-08T05:00:31,web,PYG,delivered,1,,1690.69
387,14642,2025-01-28T18:26:52,web,PYG,paid,1,,376.9
388,14959,2025-09-18T09:12:28,mobile,PYG,paid,1,,3984.01
