payment_id,order_id,payment_datetime,method,payment_status,amount,currency
97,32423,2026-01-17T10:58:35,card,approved,1450.32,PYG
98,44544,2024-08-08T18:22:15,transfer,approved,1211.12,PYG
99,110310,2025-03-04T04:33:04,card,approved,3551.0,PYG
100,49141,2025-02-19T11:36:25,card,approved,2365.21,PYG
101,113491,2024-02-14T15:23:19,card,approved,0.0,PYG
102,46063,2026-01-07T08:59:11,transfer,approved,1190.05,PYG
103,2798,2025-03-27T13:54:47,transfer,approved,1075.82,PYG
104,22710,2024-01-17T21:42:50,transfer,approved,2454.46,USD
105,49100,2025-04-16T02:03:55,card,pending,1152.2,PYG
106,76098,2025-06-21T19:37:16,transfer,approved,1258.14,PYG
107,81084,2024-11-02T08:57:15,card,approved,881.42,PYG
108,94047,2024-12-03T04:21:07,card,approved,89.49,USD
109,84622,2025-07-05T20:49:29,card,approved,3992.07,PYG
110,44696,2024-09-28T07:29:40,transfer,approved,2536.78,PYG
111,100060,2024-02-25T09:06:44,cash,approved,796.83,PYG
112,110629,2025-07-30T19:25:17,transfer,approved,1575.55,PYG
113,77766,2024-07-11T02:17:50,card,approved,585.08,PYG
114,23627,2024-08-25T14:51:05,cash,rejected,20.79,PYG
115,116597,2024-03-15T08:53:45,transfer,approved,2369.46,PYG
116,41886,2024-11-16T23:57:36,transfer,approved,5455.77,PYG
117,14037,2025-01-16T09:57:07,card,approved,2272.74,PYG
118,13406,2025-11-21T15:36:34,transfer,approved,1190.1,PYG
119,39257,2025-07-31T15:45:26,card,approved,2928.94,USD
120,95268,2024-09-03T11:34:24,card,approved,167.11,PYG
121,74054,2024-01-31T15:52:17,card,approved,2235.1,PYG
122,14463,2024-03-09T21:50:01,transfer,approved,0.0,USD
123,58365,2024-11-09T17:18:34,card,approved,3199.11,USD
124,41667,2025-06-03T20:04:51,card,approved,1915.23,PYG
125,13049,2025-12-13T21:48:36,card,approved,55.61,PYG
126,47749,2024-09-07T04:55:16,card,approved,92.76,PYG
127,36063,2025-08-11T02:26:09,card,rejected,25.0,PYG
128,53766,2024-12-28T23:48:02,card,approved,2558.67,PYG
129,50351,2025-01-31T06:05:32,cash,approved,354.35,PYG
130,7454,2026-02-07T14:49:49,card,approved,3451.32,PYG
131,56036,2025-10-25T09:20:15,cash,approved,1612.54,PYG
132,53178,2025-08-01T05:19:44,cash,approved,235.17,PYG
133,116978,2025-04-06T10:48:11,card,rejected,12.52,PYG
134,2088,2025-02-06T17:41:08,card,rejected,122.65,PYG
135,95198,2025-02-09T00:18:03,transfer,approved,1325.64,PYG
136,113803,2024-06-29T16:02:25,card,refunded,2980.76,PYG
137,89754,2025-02-04T08:20:32,card,rejected,112.59,PYG
138,92888,2025-01-29T00:56:38,card,approved,2792.79,PYG
139,40678,2026-02-03T02:21:21,cash,approved,392.45,PYG
140,115221,2024-07-21T17:22:30,transfer,approved,4302.8,PYG
141,96096,2024-09-24T12:24:04,card,approved,2370.53,USD
142,37163,2025-05-07T23:47:27,card,approved,3159.8,PYG
143,50438,2024-04-10T12:49:42,card,approved,375.3,PYG
144,89515,2025-05-23T15:57:27,card,approved,850.26,USD
145,77177,2025-09-27T02:20:20,transfer,approved,2172.62,PYG
146,104275,2025-09-13T18:01:42,card,approved,458.86,PYG
147,97631,2024-06-13T16:13:52,card,approved,139.17,PYG
148,41764,2024-10-28T22:20:30,card,approved,3358.78,PYG
149,70271,2024-09-23T05:56:39,card,approved,1105.06,PYG
150,101831,2024-04-04T11:25:28,card,approved,332.6,PYG
151,16028,2024-06-02T06:32:19,transfer,pending,886.61,PYG
152,112642,2025-10-15T03:39:50,transfer,refunded,1116.6,PYG
153,8498,2024-05-15T08:22:33,transfer,approved,2331.87,PYG
154,95897,2024-09-14T12:27:31,card,approved,3467.95,PYG
155,31177,2024-03-15T01:04:12,cash,approved,2349.3,PYG
156,72601,2025-08-20T23:23:02,card,approved,2821.5,PYG
157,102966,2025-10-03T18:47:10,transfer,approved,2184.92,PYG
158,104018,2025-11-21T06:24:39,cash,approved,7902.23,USD
159,10929,2025-09-25T19:10:33,card,approved,1287.5,PYG
160,35884,2024-09-30T19:56:06,transfer,approved,693.2,PYG
161,24896,2024-07-17T01:23:09,transfer,approved,889.84,PYG
162,42726,2024-10-30T20:50:56,card,approved,1216.75,PYG
163,19080,2025-10-15T02:26:15,card,approved,1013.34,PYG
164,80877,2024-03-03T10:41:56,transfer,pending,1599.4,PYG
165,110755,2025-08-08T02:56:25,card,approved,2281.19,PYG
166,97397,2025-12-15T09:35:41,card,rejected,289.8,PYG
167,46780,2025-06-09T01:04:19,card,approved,783.31,USD
168,108672,2025-04-15T08:22:38,transfer,approved,1362.81,PYG
169,85652,2026-01-11T02:01:03,card,pending,3214.91,PYG
170,62573,2026-02-12T14:12:02,card,rejected,64.26,USD
171,87108,2024-08-15T23:28:59,wallet,approved,3308.18,PYG
172,13184,2025-03-28T13:56:13,cash,approved,322.37,PYG
173,9905,2025-04-29T07:59:37,card,pending,308.44,PYG
174,75410,2024-09-26T07:47:56,wallet,approved,2101.13,PYG
175,15598,2025-10-14T23:47:26,card,approved,692.78,PYG
176,119135,2025-03-23T15:57:32,card,approved,651.44,PYG
177,95176,2025-03-21T05:37:59,card,approved,3157.83,PYG
178,37671,2024-04-02T23:37:52,transfer,approved,3960.82,USD
179,100992,2025-09-28T18:20:32,cash,approved,4678.82,PYG
180,79503,2025-11-05T14:01:34,transfer,approved,2331.66,PYG
181,93805,2024-11-26T07:12:57,cash,approved,1228.5,PYG
182,119168,2024-07-17T23:34:00,transfer,approved,734.7,PYG
183,94245,2025-02-21T10:02:30,transfer,rejected,11.28,PYG
184,40822,2024-12-29T19:29:52,cash,approved,571.46,PYG
185,112615,2025-01-03T18:29:41,card,approved,163.9,PYG
186,70164,2024-06-27T15:43:05,wallet,approved,460.75,PYG
187,95015,2025-11-17T17:18:02,transfer,approved,906.18,PYG
188,54172,2024-12-13T12:07:25,transfer,approved,1896.32,PYG
189,19415,2024-11-21T21:26:00,card,approved,2668.86,PYG
190,70444,2025-05-18T00:13:08,card,approved,1775.68,PYG
191,47192,2024-12-19T04:09:15,card,approved,2162.82,PYG
192,58946,2024-01-09T04:43:41,cash,approved,3346.42,PYG
193,56505,2024-03-11T16:39:15,card,approved,1187.22,PYG
194,96074,2025-07-03T18:10:42,card,approved,551.94,PYG
195,55801,2024-01-17T06:01:11,card,approved,4338.74,USD
196,69293,2024-12-14T10:45:57,transfer,approved,99.69,PYG
197,71849,2025-01-16T16:27:37,card,approved,2057.35,PYG
198,31329,2026-01-01T16:55:16,card,pending,2340.38,USD
199,105064,2024-09-27T01:39:20,card,pending,4219.58,USD
200,83060,2024-08-04T07:30:00,card,rejected,73.69,PYG
201,42364,2024-04-30T05:39:03,card,approved,1029.36,USD
202,61653,2025-02-28T11:41:22,card,approved,0.0,PYG
203,53012,2026-01-31T03:06:58,transfer,approved,162.12,PYG
204,38255,2024-09-25T15:48:08,transfer,approved,2356.15,USD
205,85610,2025-01-23T14:36:46,transfer,approved,3017.58,PYG
206,109177,2024-08-13T12:16:07,transfer,approved,2611.01,PYG
207,1140,2024-06-27T06:02:30,transfer,rejected,209.43,PYG
208,67456,2024-01-03T16:16:19,card,approved,175.72,PYG
209,45949,2025-05-01T12:06:17,card,approved,2313.69,PYG
210,45389,2024-03-03T21:05:36,cash,approved,1243.26,PYG
211,92245,2024-02-26T03:11:07,transfer,approved,1367.61,PYG
212,93641,2026-01-17T06:50:43,transfer,approved,2559.43,USD
213,51166,2024-04-10T02:25:58,card,approved,1786.86,PYG
214,54194,2024-10-02T20:56:57,transfer,rejected,370.92,PYG
215,43969,2024-08-16T22:23:07,transfer,approved,1061.52,USD
216,46077,2024-12-17T23:00:51,card,approved,2061.6,PYG
217,73433,2025-04-02T00:51:26,card,approved,351.01,PYG
218,117506,2025-03-01T07:56:19,card,approved,1896.04,PYG
219,104721,2024-06-13T15:48:22,transfer,approved,1804.6,PYG
220,28344,2024-07-22T20:31:55,card,approved,2649.19,PYG
221,67127,2025-04-12T10:01:29,card,refunded,1610.77,PYG
222,18624,2025-03-16T02:03:03,cash,pending,2476.59,PYG
223,89328,2025-07-07T10:46:40,card,rejected,44.28,USD
224,49354,2025-09-29T04:55:59,cash,refunded,3777.0,PYG
225,103538,2025-06-09T02:08:54,cash,approved,3115.27,PYG
226,83338,2024-02-20T16:48:12,card,approved,4520.15,PYG
227,118754,2024-06-10T11:38:38,card,approved,1339.98,PYG
228,21197,2024-01-13T00:11:30,transfer,approved,2483.26,PYG
229,62951,2025-05-17T09:08:36,card,approved,3305.81,PYG
230,84397,2025-01-31T15:19:17,wallet,approved,1006.53,PYG
231,65881,2025-06-26T22:38:02,card,approved,1450.12,PYG
232,22574,2024-08-04T00:16:54,card,approved,3648.2,PYG
233,114490,2024-12-15T04:11:54,card,approved,5007.86,USD
234,62338,2024-09-09T17:27:20,cash,approved,1080.44,PYG
235,76313,2025-11-02T10:10:54,card,approved,1840.68,PYG
236,48269,2024-07-29T02:48:18,transfer,rejected,468.58,PYG
237,102869,2024-10-30T14:51:56,transfer,approved,1673.77,USD
238,536,2025-12-17T06:38:49,transfer,approved,3119.3,PYG
239,55651,2024-04-29T02:45:51,card,rejected,34.42,PYG
240,45420,2024-02-06T06:31:30,cash,approved,2461.0,PYG
241,23880,2025-01-23T14:58:35,transfer,approved,76.6,PYG
242,40061,2025-08-04T00:26:00,card,approved,1334.97,USD
243,78375,2024-07-14T18:12:12,card,rejected,82.37,PYG
244,23877,2025-01-27T18:37:26,card,approved,1131.68,PYG
245,20508,2025-08-05T13:11:44,cash,approved,585.25,USD
246,1928,2024-12-18T06:01:55,transfer,approved,2933.71,USD
247,55315,2025-12-29T12:07:28,card,approved,2849.22,PYG
248,119637,2025-06-22T12:06:23,card,approved,9.34,USD
249,28461,2025-01-23T12:54:43,transfer,approved,2681.35,PYG
250,144,2024-07-09T23:41:33,transfer,approved,4823.37,PYG
251,10089,2025-05-26T00:38:31,cash,approved,1068.88,PYG
252,101583,2026-01-18T14:09:38,transfer,refunded,2512.71,USD
253,57305,2025-12-18T06:48:17,transfer,approved,3459.26,PYG
254,13662,2025-08-04T01:51:40,transfer,pending,3045.96,PYG
255,41146,2024-02-25T23:01:28,transfer,approved,761.4,USD
256,10661,2025-01-01T18:55:14,cash,approved,2460.17,PYG
257,45719,2024-03-09T15:11:23,card,approved,241.76,USD
258,16919,2024-01-11T23:11:41,card,approved,485.12,PYG
259,65506,2025-01-07T20:00:13,card,approved,966.84,PYG
260,11327,2024-05-30T08:40:56,card,approved,2532.53,PYG
261,41013,2026-01-31T14:05:07,card,approved,934.38,USD
262,15024,2025-06-13T21:44:53,cash,approved,988.18,PYG
263,51689,2025-07-26T19:33:00,transfer,approved,2681.92,PYG
264,83501,2024-09-26T13:01:11,transfer,approved,4688.56,PYG
265,88147,2025-07-13T07:17:42,card,approved,2687.83,PYG
266,15597,2025-03-29T12:55:01,transfer,approved,1724.73,PYG
267,111307,2024-12-30T06:26:21,card,approved,3040.31,PYG
268,77351,2024-09-17T21:18:40,card,approved,2627.29,PYG
269,54947,2024-06-28T21:51:27,wallet,pending,1939.17,PYG
270,16664,2025-12-18T08:59:24,card,approved,1902.75,PYG
271,84304,2025-04-15T07:52:49,card,approved,3818.92,PYG
272,30407,2024-07-02T04:07:09,card,pending,481.23,USD
273,117543,2024-07-03T14:43:02,transfer,pending,903.26,PYG
274,73632,2025-08-05T20:53:29,card,approved,1416.97,PYG
275,101858,2025-07-06T15:34:10,card,pending,723.33,PYG
276,89429,2025-10-20T17:18:49,transfer,approved,3300.12,PYG
277,13101,2024-04-21T19:50:31,card,pending,0.0,PYG
278,112864,2024-07-10T00:06:13,card,approved,1328.92,PYG
279,37971,2025-11-01T00:08:44,transfer,approved,2905.22,PYG
280,72041,2025-08-02T00:55:04,card,approved,416.6,PYG
281,61462,2025-04-12T20:26:09,card,approved,2317.5,PYG
282,96466,2024-11-01T10:58:52,card,approved,4841.95,PYG
283,81052,2025-05-12T19:43:50,card,approved,3014.56,USD
284,86294,2025-03-14T01:10:13,card,rejected,410.51,PYG
285,14267,2025-02-25T02:01:26,card,approved,2536.6,PYG
286,28984,2025-04-30T13:09:15,card,approved,1136.8,PYG
287,51514,2025-12-25T09:55:09,card,approved,317.3,PYG
288,75463,2025-10-06T17:10:18,transfer,approved,3421.65,PYG
289,89645,2024-01-12T23:00:40,wallet,approved,1950.82,PYG
290,100402,2025-12-26T02:09:17,transfer,approved,1610.39,PYG
291,21438,2026-01-08T17:32:53,card,approved,3431.94,PYG
292,32570,2025-04-01T00:52:18,card,approved,1649.97,PYG
293,61274,2025-12-26T10:51:17,transfer,approved,1528.73,PYG
294,11310,2025-02-25T23:53:35,card,rejected,209.52,PYG
295,29492,2026-02-01T18:33:25,card,approved,2041.17,PYG
296,87067,2025-02-19T00:35:02,card,approved,752.69,PYG
297,73201,2025-03-20T15:51:56,transfer,approved,2460.63,PYG
298,15272,2024-12-29T08:13:16,transfer,approved,270.81,PYG
299,59181,2025-08-03T14:27:35,card,pending,1253.46,PYG
300,10576,2024-07-03T21:42:20,card,pending,1972.78,PYG
301,32108,2025-08-01T08:31:55,transfer,pending,1195.88,PYG
302,25106,2024-12-17T19:15:35,transfer,approved,1732.51,PYG
303,36565,2025-04-24T08:08:13,cash,approved,1137.57,PYG
304,103754,2024-04-05T00:54:58,card,pending,1754.84,USD
305,51066,2024-11-03T23:23:23,card,approved,685.99,PYG
306,47641,2025-02-25T11:20:37,transfer,approved,1138.92,PYG
307,8182,2024-04-10T01:18:02,cash,approved,3385.85,PYG
308,27103,2025-07-02T14:11:04,card,approved,3245.98,PYG
309,52471,2025-05-09T15:40:46,cash,approved,2608.65,PYG
310,89985,2024-02-24T20:52:41,card,approved,1490.82,PYG
311,73560,2024-02-26T11:18:41,card,approved,2606.85,PYG
312,104039,2025-10-15T17:52:05,transfer,approved,3981.05,USD
313,37621,2024-02-06T08:03:44,cash,approved,0.0,PYG
314,75916,2025-05-23T10:06:42,card,approved,0.0,PYG
315,115928,2025-08-31T11:53:26,card,approved,372.27,PYG
316,82357,2024-01-11T16:06:11,card,approved,3582.28,PYG
317,76358,2024-03-13T10:51:10,cash,approved,1371.64,PYG
318,48673,2024-11-18T15:05:22,transfer,approved,3190.3,PYG
319,33015,2025-03-23T22:52:29,card,approved,1639.58,PYG
320,111283,2024-12-03T06:24:56,card,approved,3169.6,PYG
321,53663,2026-02-08T21:30:11,card,approved,2635.07,PYG
322,70185,2024-09-11T20:50:23,card,approved,4385.49,USD
323,18456,2025-02-01T15:14:24,transfer,approved,1601.63,PYG
324,114997,2024-07-06T01:25:03,card,approved,4099.06,PYG
325,18564,2024-07-14T07:57:13,cash,pending,6056.12,USD
326,39012,2025-12-16T06:30:02,transfer,approved,783.3,PYG
327,65883,2025-05-05T11:31:21,card,approved,2921.41,PYG
328,76876,2024-02-12T10:52:23,transfer,approved,3522.11,PYG
329,114625,2025-04-19T12:15:53,card,approved,693.48,PYG
330,102402,2024-01-29T12:08:21,wallet,approved,230.12,USD
331,11138,2024-11-06T04:15:52,card,approved,1613.73,USD
332,47717,2024-08-16T20:17:16,card,rejected,235.95,PYG
333,90261,2025-11-01T03:29:12,card,rejected,313.97,PYG
334,35514,2024-05-03T07:58:34,card,approved,764.14,PYG
335,106401,2024-12-26T06:33:26,card,approved,829.35,PYG
336,68928,2025-04-15T21:41:36,card,approved,1225.81,PYG
337,53437,2024-05-20T12:21:40,card,approved,1092.37,PYG
338,104334,2024-10-29T08:30:31,transfer,approved,2512.36,PYG
339,76969,2025-05-23T12:28:02,card,approved,2961.72,PYG
340,69982,2024-09-15T10:29:44,transfer,approved,2510.34,PYG
341,59340,2025-03-10T07:16:56,transfer,approved,4399.04,PYG
342,63249,2024-09-01T14:34:18,card,pending,508.43,PYG
343,4258,2025-08-21T21:27:40,transfer,approved,783.06,USD
344,107656,2026-01-24T05:17:47,transfer,refunded,1843.57,PYG
345,97074,2024-08-03T09:52:08,card,rejected,371.31,PYG
346,38805,2025-05-12T09:53:46,card,approved,2040.32,PYG
347,82296,2024-12-08T10:24:18,card,refunded,238.85,PYG
348,73084,2025-09-16T10:28:37,card,approved,1901.46,PYG
349,118981,2025-10-27T20:01:58,transfer,approved,1427.0,PYG
350,72197,2025-12-03T15:00:23,cash,approved,537.44,USD
351,21679,2025-02-04T15:32:36,transfer,approved,1917.84,PYG
352,81816,2025-10-07T01:02:53,card,approved,6640.09,PYG
353,59270,2024-12-21T09:15:35,cash,approved,555.54,PYG
354,473,2024-06-02T21:25:27,card,approved,1743.33,PYG
355,22252,2025-03-04T07:25:46,transfer,approved,2021.43,USD
356,61463,2025-10-02T06:51:56,card,approved,1890.7,PYG
357,7723,2025-12-31T14:28:09,transfer,approved,0.0,USD
358,66828,2025-05-11T12:31:45,transfer,approved,3155.11,PYG
359,70561,2024-04-17T21:25:31,card,pending,3243.18,PYG
360,6586,2024-10-03T05:41:16,card,approved,3504.93,PYG
361,77485,2024-06-04T04:22:11,wallet,approved,3475.3,PYG
362,77931,2024-08-26T22:27:06,transfer,approved,2035.82,PYG
363,8382,2025-02-19T23:52:20,card,approved,2301.29,PYG
364,10785,2025-05-28T03:02:18,transfer,rejected,6.09,USD
365,68274,2024-10-12T08:29:52,cash,approved,361.57,PYG
366,110353,2025-05-07T06:43:30,cash,approved,3358.99,PYG
367,80492,2025-04-01T21:29:33,wallet,approved,355.8,PYG
368,48511,2024-07-07T01:32:15,card,approved,525.05,PYG
369,54438,2024-09-20T11:36:59,card,approved,1381.08,PYG
370,58875,2025-01-20T22:19:06,card,approved,414.36,PYG
371,55083,2025-09-10T23:37:21,cash,refunded,1333.91,PYG
372,92070,2025-12-21T18:59:34,card,approved,292.08,PYG
373,36437,2025-04-19T18:03:54,cash,approved,2688.71,PYG
374,62182,2025-12-22T12:02:21,transfer,approved,1636.34,USD
375,43074,2026-01-03T00:47:32,cash,approved,2099.85,PYG
376,81420,2024-07-21T01:13:22,cash,pending,178.87,PYG
377,2631,2025-01-02T14:07:29,transfer,approved,1389.9,PYG
378,10895,2024-05-05T17:54:13,card,approved,675.76,PYG
379,16128,2024-09-15T14:04:51,transfer,approved,6341.77,PYG
380,27653,2025-11-21T04:15:36,card,pending,444.35,PYG
381,94381,2025-12-28T16:38:55,cash,approved,791.75,PYG
382,45476,2024-01-22T15:30:25,transfer,approved,691.4,PYG
383,48762,2025-08-18T16:08:05,wallet,approved,0.0,PYG
384,109632,2024-09-04T07:12:38,card,approved,448.32,USD
385,113682,2024-10-07T09:27:12,card,approved,2025.75,PYG
386,9432,2025-02-23T06:58:57,card,rejected,224.42,PYG
387,116765,2026-01-29T06:48:34,transfer,approved,1390.02,PYG
388,52503,2024-03-24T12:49:07,card,approved,950.79,PYG
389,50611,2024-06-02T22:01:46,card,approved,509.49,PYG
390,3062,2024-12-05T16:20:31,transfer,approved,20.94,PYG
391,29600,2024-11-21T07:56:04,card,approved,2979.2,PYG
392,66156,2025-09-30T23:47:16,transfer,approved,0.0,PYG
393,107908,2024-09-17T01:28:24,card,approved,544.72,PYG
394,12269,2024-03-16T12:16:38,card,approved,867.46,PYG
395,117898,2024-02-29T17:22:18,card,refunded,1479.4,PYG
396,40332,2025-06-15T13:55:37,card,approved,2294.47,PYG
397,6081,2025-06-30T10:28:01,card,approved,54.28,PYG
398,77114,2025-02-11T16:47:58,card,approved,7563.28,PYG
399,81127,2024-03-20T19:30:57,card,refunded,1311.28,PYG
400,45154,2024-06-21T01:35:06,card,approved,931.35,PYG
401,27651,2024-03-24T01:07:19,transfer,approved,1576.38,PYG
402,35336,2024-01-08T13:19:56,card,approved,986.95,PYG
403,75325,2024-07-14T13:12:47,card,approved,1336.15,PYG
404,80365,2025-03-08T18:13:52,transfer,refunded,2976.93,PYG
405,68060,2024-07-28T07:18:33,wallet,approved,1977.98,PYG
406,22495,2025-02-09T07:27:06,card,approved,2461.94,PYG
407,74290,2024-02-12T17:09:31,card,approved,3419.99,PYG
408,54137,2024-04-24T11:06:45,transfer,pending,0.0,PYG
409,5528,2024-09-22T23:19:16,card,approved,91.91,PYG
410,29394,2024-10-20T01:49:04,transfer,pending,4513.87,PYG
411,38588,2024-08-21T20:54:19,card,approved,1576.62,PYG
412,8870,2025-05-12T10:00:31,card,approved,464.32,PYG
413,33837,2026-01-10T10:39:39,card,approved,907.84,PYG
414,87241,2024-10-03T10:37:40,card,approved,1943.71,PYG
415,34514,2025-02-07T17:34:59,cash,approved,511.45,PYG
416,37044,2024-08-04T06:19:45,card,approved,511.75,PYG
417,36076,2026-01-26T12:00:10,cash,approved,4018.72,PYG
418,6723,2024-08-05T20:03:10,transfer,approved,2918.6,PYG
419,17238,2025-04-20T06:22:43,cash,approved,360.9,PYG
420,36952,2026-01-02T15:03:58,card,approved,555.55,PYG
421,91863,2024-08-02T04:42:10,card,approved,1337.15,PYG
422,93408,2025-03-04T19:53:37,cash,approved,2817.46,PYG
423,64846,2025-07-08T16:54:33,card,approved,767.38,PYG
424,14671,2024-10-17T18:01:23,transfer,approved,292.41,PYG
425,83281,2025-12-25T14:45:04,transfer,approved,327.21,PYG
426,85872,2025-05-29T01:28:52,wallet,pending,1388.93,PYG
427,75517,2025-03-05T06:52:16,transfer,pending,475.66,PYG
428,71965,2024-08-21T22:49:18,card,approved,801.66,USD
429,65348,2024-12-19T09:56:31,card,pending,484.23,PYG
430,11443,2025-11-12T16:08:10,card,approved,0.0,PYG
