status_history_id,order_id,status,changed_at,changed_by,reason
87,34897,paid,2025-07-20T15:48:17,system,
88,106101,paid,2024-11-20T22:42:47,warehouse,
89,36180,shipped,2024-07-11T05:09:39,payment_gateway,
90,105069,delivered,2024-11-30T07:31:15,system,
91,49920,delivered,2025-12-18T08:40:04,warehouse,
92,1676,shipped,2025-02-15T08:13:25,payment_gateway,
93,47510,created,2025-10-05T21:47:25,ops,
94,112318,cancelled,2026-01-24T10:58:15,user,customer_request
95,26592,delivered,2024-01-29T14:18:06,warehouse,
96,49978,cancelled,2024-06-13T06:08:51,user,payment_failed
97,20546,packed,2025-09-23T01:06:49,user,
98,90864,packed,2025-01-06T23:54:08,user,
99,75923,created,2025-01-08T09:55:11,system,
100,31227,shipped,2024-10-17T05:03:31,user,
101,112561,paid,2024-11-28T02:52:51,user,
102,58301,created,2025-04-13T18:46:46,payment_gateway,
103,67923,delivered,2024-03-11T14:00:46,warehouse,
104,19542,delivered,2024-07-01T20:53:48,user,
105,63229,delivered,2025-11-05T13:30:29,user,
106,93813,shipped,2026-01-10T06:43:29,payment_gateway,
107,36418,packed,2024-03-18T11:13:21,ops,
108,54021,created,2025-09-22T20:30:45,system,
109,46248,delivered,2026-01-05T08:18:38,warehouse,
110,41826,delivered,2025-10-03T13:07:30,warehouse,
111,90938,shipped,2024-04-10T05:05:24,ops,
112,95800,delivered,2026-02-24T09:42:28,warehouse,
113,52875,delivered,2025-09-29T23:17:33,user,
114,56551,paid,2024-01-12T01:55:06,system,
115,54678,cancelled,2024-08-08T20:22:05,payment_gateway,fraud_check
116,43918,delivered,2024-06-26T09:38:17,user,
117,101809,shipped,2026-02-28T08:32:13,user,
118,92220,paid,2025-09-30T09:33:11,ops,
119,65086,delivered,2024-07-07T20:09:51,system,
120,9003,delivered,2024-10-09T06:59:43,ops,
121,2690,created,2025-09-25T09:10:52,warehouse,
122,119077,packed,2024-07-04T00:17:48,warehouse,
123,30828,shipped,2025-08-31T05:17:30,system,
124,117559,packed,2025-04-04T00:30:19,payment_gateway,
125,68994,delivered,2025-04-13T22:39:10,payment_gateway,
126,80409,delivered,2024-04-23T00:54:24,ops,
127,6202,delivered,2025-06-02T13:12:42,payment_gateway,
128,71731,cancelled,2025-08-18T17:43:08,ops,customer_request
129,88723,shipped,2026-01-09T09:36:55,payment_gateway,
130,91437,delivered,2025-02-22T16:23:34,system,
131,118055,created,2025-05-12T04:24:10,system,
132,24654,delivered,2024-05-23T15:34:59,system,
133,209,refunded,2025-01-11T11:33:16,ops,return
134,102468,packed,2025-08-19T06:34:04,warehouse,
135,119679,delivered,2024-11-02T15:38:31,ops,
136,79843,paid,2025-02-21T15:04:36,system,
137,98300,packed,2026-02-08T00:59:56,ops,
138,91331,delivered,2025-10-03T05:27:33,system,
139,96259,refunded,2024-06-01T10:58:53,ops,service_issue
140,13301,created,2025-03-11T03:37:12,user,
141,23733,delivered,2024-03-31T13:28:45,system,
142,111722,created,2024-09-27T18:09:29,warehouse,
143,51907,packed,2025-08-22T19:46:00,system,
144,62010,created,2025-09-19T13:00:18,warehouse,
145,95238,packed,2025-02-20T07:19:54,ops,
146,9068,shipped,2025-10-26T09:26:57,user,
147,87321,packed,2025-09-21T15:46:20,payment_gateway,
148,77717,delivered,2026-01-13T16:06:18,payment_gateway,
149,13918,paid,2025-05-05T21:29:00,user,
150,21351,shipped,2025-09-11T06:13:26,system,
151,21484,packed,2025-10-11T22:13:10,payment_gateway,
152,84753,paid,2024-04-06T09:02:16,warehouse,
153,7981,packed,2025-01-16T11:43:52,user,
154,113120,packed,2026-02-15T06:44:15,user,
155,52160,packed,2025-07-02T15:01:02,ops,
156,63825,packed,2025-06-09T19:33:33,user,
157,12834,delivered,2024-11-12T03:22:14,ops,
158,50930,shipped,2025-05-02T10:46:21,system,
159,94741,shipped,2025-05-11T01:29:39,system,
160,102233,created,2025-04-19T09:04:00,user,
161,118101,packed,2024-04-30T07:54:21,ops,
162,55385,delivered,2024-01-23T03:16:25,ops,
163,35253,delivered,2024-05-12T19:42:06,user,
164,30232,packed,2024-08-07T10:56:38,user,
165,22952,packed,2025-02-04T01:15:12,ops,
166,114821,shipped,2025-07-06T15:27:40,ops,
167,32594,paid,2024-03-06T20:59:51,ops,
168,100777,shipped,2024-10-11T12:10:28,ops,
169,86089,packed,2025-07-03T02:34:33,payment_gateway,
170,81379,paid,2024-06-04T01:15:11,warehouse,
171,40798,created,2025-04-16T18:15:38,warehouse,
172,51708,packed,2024-05-23T11:18:02,warehouse,
173,48374,paid,2025-05-12T09:12:55,user,
174,38925,paid,2025-12-21T19:32:35,warehouse,
175,60961,delivered,2025-02-01T02:08:45,user,
176,104437,refunded,2025-11-03T05:58:13,warehouse,chargeback
177,24400,paid,2024-10-15T02:25:49,warehouse,
178,39059,paid,2024-02-19T02:47:43,user,
179,17445,paid,2025-06-13T14:06:49,warehouse,
180,6654,created,2025-01-04T23:23:37,warehouse,
181,32913,paid,2026-01-15T20:25:36,system,
182,46073,packed,2025-02-20T04:58:27,warehouse,
183,1919,delivered,2024-03-18T21:48:46,system,
184,91018,delivered,2024-07-07T10:03:15,system,
185,90964,delivered,2025-03-16T04:13:36,ops,
186,96292,refunded,2025-09-03T04:57:52,ops,chargeback
187,85412,created,2025-07-05T21:26:17,system,
188,39217,packed,2025-11-22T23:37:17,ops,
189,73190,created,2025-12-27T05:40:51,system,
190,102770,paid,2024-04-10T15:14:15,warehouse,
191,115195,packed,2025-01-08T01:28:07,ops,
192,35993,shipped,2024-12-08T18:42:50,system,
193,33601,paid,2025-07-14T15:25:33,ops,
194,61989,created,2025-08-09T09:21:35,ops,
195,31253,delivered,2025-05-17T00:16:55,ops,
196,75276,cancelled,2024-05-23T15:43:17,ops,out_of_stock
197,25474,refunded,2025-04-25T05:10:41,ops,chargeback
198,52368,paid,2024-07-03T20:00:25,system,
199,59801,shipped,2024-06-04T11:05:34,warehouse,
200,69404,cancelled,2024-05-07T19:52:23,system,out_of_stock
201,98718,shipped,2025-04-05T06:56:30,payment_gateway,
202,59806,shipped,2024-03-25T00:52:51,system,
203,98530,cancelled,2025-11-26T09:10:04,warehouse,out_of_stock
204,97085,paid,2025-01-30T04:23:01,warehouse,
205,26538,cancelled,2025-03-19T22:14:52,payment_gateway,fraud_check
206,32698,packed,2025-07-20T08:33:37,system,
207,74441,created,2025-01-21T02:19:47,ops,
208,7229,paid,2025-12-29T09:34:22,warehouse,
209,92979,paid,2024-08-30T00:52:34,system,
210,40982,shipped,2024-11-17T23:06:31,system,
211,101143,packed,2025-03-03T11:15:20,user,
212,48562,created,2024-09-21T12:42:53,ops,
213,52427,paid,2024-08-24T08:57:07,ops,
214,16182,cancelled,2024-03-07T06:40:02,system,payment_failed
215,58171,shipped,2025-01-04T15:32:05,system,
216,8835,created,2025-02-01T06:30:30,system,
217,30762,packed,2025-09-13T02:02:00,warehouse,
218,36487,packed,2025-11-14T10:31:53,user,
219,112901,shipped,2025-03-15T21:59:31,ops,
220,55380,paid,2026-01-23T02:47:25,payment_gateway,
221,92863,packed,2024-05-08T07:45:34,payment_gateway,
222,22594,paid,2025-03-10T11:54:30,system,
223,114720,packed,2025-04-19T21:54:01,ops,
224,20087,paid,2024-08-05T05:14:19,ops,
225,36180,refunded,2024-07-09T19:09:39,system,chargeback
226,119170,packed,2025-01-01T05:20:54,payment_gateway,
227,59581,delivered,2024-11-02T03:54:50,ops,
228,97888,packed,2024-10-25T10:31:31,warehouse,
229,83459,shipped,2024-12-19T03:49:48,warehouse,
230,81876,paid,2024-06-06T03:45:39,warehouse,
231,3318,paid,2025-01-15T16:08:36,ops,
232,113613,created,2025-03-08T14:55:06,payment_gateway,
233,45755,paid,2024-05-21T11:26:59,warehouse,
234,27353,created,2024-07-24T17:37:08,warehouse,
235,107199,created,2025-06-21T04:40:11,warehouse,
236,11930,delivered,2024-05-18T02:51:56,ops,
237,34950,created,2024-03-13T20:01:54,user,
238,28330,paid,2024-04-04T05:06:17,system,
239,91289,refunded,2025-02-24T14:05:12,user,return
240,59945,shipped,2025-05-21T00:02:36,system,
241,59743,paid,2025-11-17T15:56:50,user,
242,78495,packed,2025-01-26T17:44:16,user,
243,52801,packed,2024-08-13T00:04:07,system,
244,75280,packed,2025-06-02T16:22:21,payment_gateway,
245,6040,delivered,2025-12-20T06:35:52,user,
246,65261,delivered,2026-01-07T23:23:00,user,
247,13818,cancelled,2024-11-05T00:41:13,warehouse,payment_failed
248,114982,packed,2024-05-20T06:04:12,system,
249,103709,shipped,2025-11-17T11:48:12,user,
250,97346,shipped,2025-10-31T01:45:27,user,
251,17514,created,2025-05-27T10:48:43,warehouse,
252,31943,created,2024-08-04T11:54:00,user,
253,51281,packed,2025-09-27T06:47:20,warehouse,
254,68040,paid,2025-02-23T03:07:05,system,
255,51926,packed,2024-11-12T23:49:50,system,
256,54008,refunded,2025-08-24T11:37:35,system,return
257,88755,packed,2025-09-30T19:46:05,warehouse,
258,95762,paid,2025-12-27T02:50:43,user,
259,14476,paid,2024-10-08T18:31:13,ops,
260,81951,created,2024-11-05T10:05:42,warehouse,
261,57094,paid,2025-06-10T14:34:00,user,
262,43716,delivered,2025-02-03T11:33:56,user,
263,80813,paid,2024-09-28T12:33:37,user,
264,32663,cancelled,2025-11-17T05:10:07,warehouse,payment_failed
265,53408,created,2024-10-05T05:07:05,payment_gateway,
266,90075,shipped,2025-11-11T02:43:05,payment_gateway,
267,78104,paid,2024-05-13T22:24:25,system,
268,39724,paid,2024-03-11T00:11:20,payment_gateway,
269,46064,paid,2025-10-22T13:05:04,warehouse,
270,93272,packed,2025-08-09T03:41:32,user,
271,74263,shipped,2025-04-13T15:54:18,system,
272,78885,paid,2025-05-15T20:19:02,user,
273,13135,shipped,2025-02-11T23:41:45,payment_gateway,
274,63496,refunded,2025-10-23T22:30:42,user,chargeback
275,74783,paid,2024-01-21T07:22:01,payment_gateway,
276,28463,delivered,2024-03-29T00:42:53,user,
277,29424,shipped,2024-10-06T03:43:07,payment_gateway,
278,4890,paid,2024-11-07T13:34:11,payment_gateway,
279,54197,packed,2024-10-24T23:34:05,system,
280,106647,created,2024-05-26T19:59:24,payment_gateway,
281,109349,shipped,2024-08-20T07:44:50,ops,
282,4824,delivered,2024-10-02T10:37:14,warehouse,
283,10154,packed,2025-02-27T19:55:48,system,
284,20264,paid,2025-02-26T18:55:06,system,
285,24895,delivered,2026-02-07T04:52:55,user,
286,14719,paid,2025-01-18T01:18:00,system,
287,66051,packed,2025-05-12T16:08:18,system,
288,3722,packed,2025-01-30T11:08:18,user,
289,48061,packed,2025-05-16T09:39:10,user,
290,51840,paid,2024-05-25T03:51:41,ops,
291,41359,shipped,2025-02-24T15:59:01,ops,
292,79290,packed,2024-04-16T08:13:03,warehouse,
293,28274,refunded,2025-07-19T04:53:29,system,return
294,17604,refunded,2024-08-24T22:25:20,ops,chargeback
295,79721,paid,2024-05-17T14:34:09,ops,
296,76661,delivered,2025-03-09T23:16:03,warehouse,
297,44931,paid,2025-11-25T01:11:23,system,
298,63854,created,2024-08-23T21:05:42,user,
299,61406,shipped,2025-07-26T03:36:57,payment_gateway,
300,45414,shipped,2024-09-14T22:52:03,payment_gateway,
301,87839,shipped,2025-03-18T18:23:01,warehouse,
302,59084,packed,2025-05-03T18:16:33,system,
303,6997,created,2025-03-25T10:26:05,warehouse,
304,115608,shipped,2024-05-13T16:05:31,ops,
305,69713,created,2024-12-29T05:03:21,system,
306,2522,created,2025-07-06T22:40:21,user,
307,82542,refunded,2024-02-14T13:26:49,user,service_issue
308,63987,delivered,2024-09-16T23:27:42,payment_gateway,
309,54657,delivered,2025-01-06T10:17:19,payment_gateway,
310,108216,packed,2024-03-10T11:03:53,system,
311,20113,shipped,2024-09-16T03:26:45,user,
312,16044,delivered,2024-10-27T06:08:27,ops,
313,58679,cancelled,2025-03-22T16:24:26,user,out_of_stock
314,69042,shipped,2024-11-21T22:55:08,ops,
315,35313,paid,2025-09-22T14:35:26,system,
316,113453,delivered,2025-03-08T19:20:58,payment_gateway,
317,40678,cancelled,2026-02-08T05:46:23,payment_gateway,fraud_check
318,96262,created,2025-04-17T21:35:25,warehouse,
319,2675,cancelled,2024-08-23T03:23:40,system,payment_failed
320,32533,delivered,2024-03-22T14:54:00,ops,
321,53396,packed,2024-04-17T12:26:31,warehouse,
322,66636,shipped,2024-12-06T08:11:10,user,
323,90802,paid,2025-12-08T08:17:01,user,
324,68415,delivered,2025-10-04T15:05:55,system,
325,118089,packed,2025-01-17T20:57:26,system,
326,69948,delivered,2024-09-19T19:13:54,ops,
327,113560,packed,2024-02-07T23:38:12,ops,
328,52436,shipped,2024-10-01T20:17:21,warehouse,
329,33416,created,2025-11-10T09:19:36,ops,
330,7574,delivered,2024-04-18T03:24:23,system,
331,28584,paid,2025-07-28T06:14:02,payment_gateway,
332,109,delivered,2025-01-01T09:27:06,payment_gateway,
333,19243,packed,2025-09-08T10:39:37,payment_gateway,
334,70977,shipped,2026-01-21T20:43:56,ops,
335,64514,packed,2025-09-13T06:50:40,ops,
336,96353,shipped,2025-04-09T13:00:17,payment_gateway,
337,70162,delivered,2025-08-27T16:52:36,warehouse,
338,39431,shipped,2024-10-11T17:26:38,ops,
339,27726,created,2024-08-11T07:38:22,payment_gateway,
340,15860,packed,2024-12-02T23:22:24,system,
341,35379,created,2025-04-29T21:27:51,payment_gateway,
342,14860,delivered,2025-01-31T20:05:32,warehouse,
343,8681,delivered,2024-12-22T16:39:20,payment_gateway,
344,23765,shipped,2024-09-04T02:28:52,user,
345,16481,shipped,2024-08-24T04:17:44,warehouse,
346,49525,created,2025-09-22T00:03:31,system,
347,89068,packed,2024-07-26T07:08:42,warehouse,
348,37611,delivered,2025-09-19T08:31:57,user,
349,70172,delivered,2025-07-03T21:47:35,ops,
350,8018,shipped,2025-05-25T19:32:56,ops,
351,97679,delivered,2025-10-13T02:22:30,payment_gateway,
352,19665,delivered,2025-03-15T06:10:50,user,
353,64011,packed,2024-03-28T21:39:55,system,
354,15745,packed,2024-06-18T21:51:08,ops,
355,89384,cancelled,2025-05-05T16:58:51,system,fraud_check
356,81600,cancelled,2025-02-02T11:28:19,payment_gateway,customer_request
357,25547,delivered,2025-07-16T17:26:51,warehouse,
358,4980,delivered,2024-05-10T10:22:23,warehouse,
359,93575,created,2025-08-25T04:37:14,payment_gateway,
360,103791,packed,2024-06-29T14:26:51,system,
361,90582,paid,2026-02-02T23:32:12,system,
362,2592,packed,2025-04-20T09:32:10,payment_gateway,
363,75797,packed,2025-08-02T21:30:09,user,
364,93592,shipped,2024-11-21T07:55:01,system,
365,112669,cancelled,2025-01-12T12:16:00,warehouse,out_of_stock
366,103979,shipped,2025-08-21T21:30:52,system,
367,17542,created,2024-08-30T15:45:24,warehouse,
368,118647,paid,2024-07-20T19:53:14,payment_gateway,
369,44331,packed,2025-12-13T03:27:10,ops,
370,96774,packed,2025-09-05T19:01:58,system,
371,39858,delivered,2024-07-30T09:35:23,ops,
372,7740,paid,2025-03-30T05:40:45,system,
373,22445,delivered,2024-07-06T22:11:47,ops,
374,118930,cancelled,2025-07-22T19:57:43,ops,fraud_check
375,62565,paid,2025-03-02T11:36:13,system,
376,79595,delivered,2024-12-19T15:54:23,payment_gateway,
377,19755,delivered,2025-12-11T05:40:34,system,
378,66727,created,2024-06-30T19:10:22,payment_gateway,
379,61254,cancelled,2025-03-12T16:14:46,ops,out_of_stock
380,20983,shipped,2025-02-21T21:04:36,ops,
381,91913,created,2024-04-07T06:30:08,ops,
382,47454,packed,2026-02-28T09:12:47,warehouse,
383,9099,shipped,2025-01-26T11:11:04,ops,
384,88286,shipped,2025-06-25T13:30:30,system,
385,43383,refunded,2024-08-04T19:17:34,user,chargeback
386,54859,cancelled,2024-08-17T09:55:58,user,customer_request
387,98240,created,2025-10-11T22:09:45,payment_gateway,
388,77434,packed,2025-06-21T17:43:36,user,
389,95262,shipped,2026-01-14T11:14:12,payment_gateway,
390,104109,delivered,2025-01-04T15:35:56,ops,
391,3688,created,2024-07-25T01:52:20,ops,
392,54931,shipped,2024-05-06T16:57:26,user,
393,32507,shipped,2025-09-29T07:50:59,user,
394,107945,paid,2024-02-20T01:49:13,warehouse,
395,15796,paid,2024-02-10T09:39:01,ops,
396,56246,cancelled,2024-04-07T06:37:26,ops,payment_failed
397,102525,packed,2024-12-25T11:39:25,system,
398,61632,delivered,2025-10-29T07:06:38,warehouse,
399,3520,delivered,2025-04-06T19:55:27,payment_gateway,
400,53403,delivered,2026-01-05T01:56:19,system,
401,84663,cancelled,2024-09-02T20:51:58,user,fraud_check
402,69521,packed,2024-11-17T03:09:07,payment_gateway,
403,44269,delivered,2025-08-25T03:28:17,warehouse,
404,64634,packed,2024-10-16T12:04:07,payment_gateway,
405,26551,created,2024-10-24T17:31:00,system,
406,21404,created,2025-05-16T01:19:38,payment_gateway,
407,111029,paid,2024-10-10T00:07:29,user,
408,43229,packed,2025-12-09T14:18:46,payment_gateway,
409,48589,shipped,2024-03-05T00:08:09,system,
410,83539,delivered,2024-07-02T11:34:28,user,
411,92624,delivered,2025-02-01T14:49:49,warehouse,
412,13350,delivered,2026-02-13T23:17:01,payment_gateway,
413,34501,paid,2024-05-15T00:50:04,warehouse,
414,42676,delivered,2025-04-28T03:10:20,warehouse,
415,71810,shipped,2024-05-26T05:27:00,ops,
416,39053,shipped,2025-04-05T10:39:40,ops,
417,112014,delivered,2024-05-25T14:58:03,payment_gateway,
418,42363,cancelled,2025-02-07T07:01:36,system,out_of_stock
419,112872,created,2024-05-13T08:48:10,ops,
420,17546,created,2025-09-13T06:22:57,system,
421,36851,delivered,2025-11-07T10:26:33,ops,
422,61786,delivered,2025-08-04T20:34:20,payment_gateway,
423,37883,paid,2025-05-15T22:37:48,user,
424,113527,paid,2024-09-27T17:43:07,user,
425,13722,created,2026-01-07T11:44:24,system,
426,64167,paid,2024-06-26T02:51:29,warehouse,
427,8266,created,2026-02-01T13:23:10,payment_gateway,
428,40315,delivered,2025-03-13T21:32:41,warehouse,
429,54859,packed,2024-08-15T19:55:58,ops,
430,114315,paid,2025-09-15T00:19:34,payment_gateway,
431,3347,shipped,2024-11-23T13:32:26,warehouse,
432,98159,delivered,2024-04-26T00:34:45,user,
433,52038,paid,2024-04-09T02:14:15,warehouse,
434,107013,created,2024-08-02T07:11:12,user,
435,56441,paid,2024-12-24T23:44:05,warehouse,
436,84753,shipped,2024-04-18T15:02:16,payment_gateway,
437,103638,shipped,2025-04-12T16:01:22,ops,
438,16643,cancelled,2024-01-31T06:28:21,system,payment_failed
439,3408,paid,2025-09-14T07:55:58,ops,
440,11475,delivered,2025-09-25T15:29:02,user,
441,109674,delivered,2025-08-14T14:03:28,user,
442,111194,paid,2025-06-21T14:30:46,system,
443,66087,delivered,2025-05-01T19:37:20,payment_gateway,
444,87808,refunded,2024-04-03T06:24:32,system,chargeback
445,22280,shipped,2024-08-24T05:30:50,payment_gateway,
446,84864,shipped,2025-06-08T16:21:37,ops,
447,58748,packed,2025-04-02T06:01:29,user,
448,119870,shipped,2024-02-01T06:48:00,system,
449,119824,packed,2024-08-31T19:58:10,ops,
450,75376,created,2025-09-02T17:09:30,ops,
451,102710,shipped,2024-08-17T01:50:25,warehouse,
452,100128,packed,2025-09-02T00:21:23,ops,
453,47806,paid,2024-10-18T07:49:00,ops,
454,38243,created,2025-08-27T03:03:45,payment_gateway,
455,6996,packed,2024-08-21T15:43:44,system,
456,55686,delivered,2024-05-03T10:17:50,payment_gateway,
457,98209,delivered,2025-12-06T17:53:58,warehouse,
458,25314,paid,2024-08-02T12:47:37,system,
459,65718,delivered,2024-10-31T04:08:42,user,
460,108263,packed,2024-12-11T00:25:16,system,
461,9591,delivered,2025-09-05T08:01:02,ops,
462,94758,shipped,2024-12-16T01:28:01,ops,
463,46754,cancelled,2025-07-04T16:17:09,system,out_of_stock
464,78670,created,2024-12-29T03:52:03,payment_gateway,
465,78469,cancelled,2026-02-06T00:22:53,ops,out_of_stock
466,80705,shipped,2024-12-03T15:31:53,warehouse,
467,55136,delivered,2025-05-17T16:52:41,warehouse,
468,69852,paid,2025-04-07T10:04:24,system,
469,118978,cancelled,2024-07-06T10:45:45,payment_gateway,fraud_check
470,47067,shipped,2026-01-28T06:53:01,warehouse,
471,116017,paid,2024-03-17T15:17:18,system,
472,79691,delivered,2025-05-03T07:48:56,warehouse,
473,66132,packed,2024-10-22T13:56:00,warehouse,
474,101887,paid,2026-02-05T07:42:57,warehouse,
475,84526,delivered,2025-04-25T20:25:51,payment_gateway,
476,63318,shipped,2025-02-23T21:55:56,ops,
477,30770,cancelled,2025-02-20T19:24:40,user,fraud_check
478,10029,paid,2025-10-14T03:14:24,warehouse,
479,100004,cancelled,2025-11-14T15:49:37,payment_gateway,customer_request
480,35155,paid,2025-10-03T15:19:41,user,
481,34411,packed,2025-04-30T11:09:11,user,
482,63201,delivered,2024-11-17T19:43:03,payment_gateway,
483,83550,cancelled,2024-03-16T15:23:25,warehouse,customer_request
484,22078,paid,2025-02-15T20:56:08,user,
485,62855,shipped,2024-11-26T02:25:03,warehouse,
486,20381,packed,2025-06-04T05:24:27,payment_gateway,
487,89924,paid,2025-02-21T22:12:04,system,
488,79299,packed,2025-08-26T11:34:00,payment_gateway,
489,37550,delivered,2025-08-15T05:16:02,payment_gateway,
490,80092,paid,2025-07-25T02:22:57,system,
491,40720,delivered,2024-01-16T01:22:30,payment_gateway,
492,111799,created,2025-08-12T04:12:56,ops,
493,54767,delivered,2024-08-24T04:25:51,user,
494,49322,delivered,2024-09-15T21:00:42,system,
495,119017,paid,2024-12-11T00:23:12,warehouse,
496,43898,delivered,2024-05-11T00:24:08,warehouse,
497,48714,created,2024-12-31T11:04:47,user,
498,67877,packed,2025-08-21T08:49:53,warehouse,
499,22854,refunded,2024-10-25T17:54:04,payment_gateway,chargeback
500,61443,packed,2024-03-13T18:24:20,payment_gateway,
501,33450,created,2025-01-12T11:04:03,system,
502,34022,paid,2025-06-03T19:22:17,payment_gateway,
503,119708,packed,2024-05-12T05:39:13,ops,
504,47653,cancelled,2025-02-20T03:56:41,warehouse,fraud_check
505,57265,delivered,2025-08-18T13:04:14,system,
506,61380,delivered,2025-11-29T00:43:27,payment_gateway,
507,67351,created,2024-03-28T17:35:52,ops,
508,90584,created,2025-11-11T00:26:55,user,
509,49185,paid,2025-05-08T10:10:16,payment_gateway,
510,71734,delivered,2024-08-26T07:50:50,warehouse,
511,66671,delivered,2025-03-24T12:10:32,payment_gateway,
512,103815,packed,2024-01-21T00:35:25,warehouse,
513,30376,delivered,2026-02-23T01:05:02,warehouse,
514,38957,packed,2025-12-31T13:43:58,warehouse,
515,25167,cancelled,2025-09-25T07:59:11,system,payment_failed
516,111955,created,2025-09-17T23:29:53,user,
517,38987,paid,2025-09-16T22:26:38,system,
518,28076,packed,2025-05-19T00:06:29,warehouse,
519,77221,shipped,2024-05-04T22:43:20,user,
520,44701,delivered,2024-05-08T15:38:15,system,
521,27329,packed,2024-07-02T11:38:39,system,
522,71105,packed,2024-01-30T12:04:28,system,
523,54817,shipped,2025-12-11T19:05:08,user,
524,5514,cancelled,2025-04-15T14:10:58,user,customer_request
525,55725,delivered,2025-11-20T14:56:55,system,
